iter	Logloss
936	0.03410188144
937	0.03406679898
938	0.03398156704
939	0.03396562805
940	0.03395180171
941	0.03382021396
942	0.03380209973
943	0.03376476712
944	0.03368919367
945	0.03360422572
946	0.03353555076
947	0.03348632138
948	0.03346658621
949	0.03343002127
950	0.03337749688
951	0.03332813744
952	0.03326378245
953	0.03323753399
954	0.03315448108
955	0.03310315179
956	0.03304724486
957	0.03300462859
958	0.03292661424
959	0.03286287133
960	0.03279560949
961	0.03277093196
962	0.03268152319
963	0.0326522206
964	0.03259825672
965	0.03254219025
966	0.03250039629
967	0.0324406225
968	0.03239404253
969	0.03232834054
970	0.03223277088
971	0.032195304
972	0.03215512632
973	0.03209886643
974	0.03204958506
975	0.03202918428
976	0.03200178662
977	0.03188241493
978	0.03184609321
979	0.03175621918
980	0.03171135436
981	0.0316605022
982	0.03163793894
983	0.03159717255
984	0.03153880006
985	0.03152488465
986	0.03144563395
987	0.0313908157
988	0.03137060546
989	0.03134585389
990	0.03132584776
991	0.03130221657
992	0.03125430238
993	0.03122297118
994	0.03119616785
995	0.03112807802
996	0.03106019163
997	0.03103620248
998	0.03101859407
999	0.03095136877
